slug,url
gerry-maguire,https://signal.nfx.com/investors/gerry-maguire
giacomo-valentini,https://signal.nfx.com/investors/giacomo-valentini
gian-carlo-di-tommaso,https://signal.nfx.com/investors/gian-carlo-di-tommaso
giancarlo-vergine,https://signal.nfx.com/investors/giancarlo-vergine
gianluigi-baldini,https://signal.nfx.com/investors/gianluigi-baldini
gianmarco-del-bono,https://signal.nfx.com/investors/gianmarco-del-bono
gibran-ibrahim,https://signal.nfx.com/investors/gibran-ibrahim
gideon-reeves,https://signal.nfx.com/investors/gideon-reeves
gideon-shiffman,https://signal.nfx.com/investors/gideon-shiffman
gil-devora,https://signal.nfx.com/investors/gil-devora
gil-hernandez,https://signal.nfx.com/investors/gil-hernandez
gil-zimmermann,https://signal.nfx.com/investors/gil-zimmermann
gilberto-ribeiro-de-oliveira-filho,https://signal.nfx.com/investors/gilberto-ribeiro-de-oliveira-filho
gilles-drouard,https://signal.nfx.com/investors/gilles-drouard
gillian-findlay,https://signal.nfx.com/investors/gillian-findlay
gina-gotthilf,https://signal.nfx.com/investors/gina-gotthilf
ginny-miller,https://signal.nfx.com/investors/ginny-miller
ginny-watsham,https://signal.nfx.com/investors/ginny-watsham
giorgio-ricco,https://signal.nfx.com/investors/giorgio-ricco
giovanna-reis,https://signal.nfx.com/investors/giovanna-reis
giovanni-camera,https://signal.nfx.com/investors/giovanni-camera
giovanni-paratore,https://signal.nfx.com/investors/giovanni-paratore
girish-ramkumar,https://signal.nfx.com/investors/girish-ramkumar
giselle-melo,https://signal.nfx.com/investors/giselle-melo
gleb-dudka,https://signal.nfx.com/investors/gleb-dudka
gledis-vogli,https://signal.nfx.com/investors/gledis-vogli
glen-anderson,https://signal.nfx.com/investors/glen-anderson
glenn-lurie,https://signal.nfx.com/investors/glenn-lurie
gokce-gizer,https://signal.nfx.com/investors/gokce-gizer
gokhan-er,https://signal.nfx.com/investors/gokhan-er
gokul-rajaram,https://signal.nfx.com/investors/gokul-rajaram
gonzalo-costa,https://signal.nfx.com/investors/gonzalo-costa
gopal-munusamy,https://signal.nfx.com/investors/gopal-munusamy
gordon-b-fowler-jr,https://signal.nfx.com/investors/gordon-b-fowler-jr
gordon-daugherty_1,https://signal.nfx.com/investors/gordon-daugherty_1
gordon-saint-denis,https://signal.nfx.com/investors/gordon-saint-denis
grace-cole,https://signal.nfx.com/investors/grace-cole
graciela-budinich-villanelo,https://signal.nfx.com/investors/graciela-budinich-villanelo
graeme-thickins_1,https://signal.nfx.com/investors/graeme-thickins_1
graham-manley,https://signal.nfx.com/investors/graham-manley
graham-ober,https://signal.nfx.com/investors/graham-ober
graham-peck,https://signal.nfx.com/investors/graham-peck
grahme-taylor,https://signal.nfx.com/investors/grahme-taylor
grant-demeter,https://signal.nfx.com/investors/grant-demeter
grant-gischen,https://signal.nfx.com/investors/grant-gischen
grant-gittlin,https://signal.nfx.com/investors/grant-gittlin
grant-gordon_1,https://signal.nfx.com/investors/grant-gordon_1
grant-stanley_1,https://signal.nfx.com/investors/grant-stanley_1
grayson-allison,https://signal.nfx.com/investors/grayson-allison
greg-brainard,https://signal.nfx.com/investors/greg-brainard
greg-carson,https://signal.nfx.com/investors/greg-carson
greg-golub,https://signal.nfx.com/investors/greg-golub
greg-lyon,https://signal.nfx.com/investors/greg-lyon
greg-scanlon,https://signal.nfx.com/investors/greg-scanlon
greg-shell,https://signal.nfx.com/investors/greg-shell
greg-wipf,https://signal.nfx.com/investors/greg-wipf
gregg-bauer_1,https://signal.nfx.com/investors/gregg-bauer_1
gregoire-viat,https://signal.nfx.com/investors/gregoire-viat
gregor-watson,https://signal.nfx.com/investors/gregor-watson
gregorio-londono,https://signal.nfx.com/investors/gregorio-londono
gregory-bailey,https://signal.nfx.com/investors/gregory-bailey
gregory-gilman,https://signal.nfx.com/investors/gregory-gilman
gregory-griffiths_2,https://signal.nfx.com/investors/gregory-griffiths_2
gregory-simonian,https://signal.nfx.com/investors/gregory-simonian
greta-anderson,https://signal.nfx.com/investors/greta-anderson
griffin-schroeder,https://signal.nfx.com/investors/griffin-schroeder
gueitiro-matsuo-genso,https://signal.nfx.com/investors/gueitiro-matsuo-genso
guglielmo-reina,https://signal.nfx.com/investors/guglielmo-reina
guilherme-assis,https://signal.nfx.com/investors/guilherme-assis
guilherme-paiva,https://signal.nfx.com/investors/guilherme-paiva
guillaume-du-cheyron,https://signal.nfx.com/investors/guillaume-du-cheyron
guillaume-echaudemaison,https://signal.nfx.com/investors/guillaume-echaudemaison
guillaume-houze,https://signal.nfx.com/investors/guillaume-houze
guillaume-princen,https://signal.nfx.com/investors/guillaume-princen
guillaume-wolf,https://signal.nfx.com/investors/guillaume-wolf
guillermo-jaime,https://signal.nfx.com/investors/guillermo-jaime
guillermo-laborde,https://signal.nfx.com/investors/guillermo-laborde
guillermo-llibre,https://signal.nfx.com/investors/guillermo-llibre
guillermo-vallejo,https://signal.nfx.com/investors/guillermo-vallejo
gunnar-lovelace,https://signal.nfx.com/investors/gunnar-lovelace
guo-zhenwei,https://signal.nfx.com/investors/guo-zhenwei
gustav-spangberg,https://signal.nfx.com/investors/gustav-spangberg
gustav-wakeus,https://signal.nfx.com/investors/gustav-wakeus
gustavo-ahrends,https://signal.nfx.com/investors/gustavo-ahrends
gustavo-alvarez-moreno,https://signal.nfx.com/investors/gustavo-alvarez-moreno
gustavo-cruz,https://signal.nfx.com/investors/gustavo-cruz
gustavo-ipolito-jr,https://signal.nfx.com/investors/gustavo-ipolito-jr
gustavo-marques_1,https://signal.nfx.com/investors/gustavo-marques_1
gustavo-misturini,https://signal.nfx.com/investors/gustavo-misturini
gustavo-salischiker,https://signal.nfx.com/investors/gustavo-salischiker
guy-dassa,https://signal.nfx.com/investors/guy-dassa
guy-engel,https://signal.nfx.com/investors/guy-engel
guy-gamzu,https://signal.nfx.com/investors/guy-gamzu
guy-katsovich,https://signal.nfx.com/investors/guy-katsovich
guy-oren,https://signal.nfx.com/investors/guy-oren
gwen-cheni,https://signal.nfx.com/investors/gwen-cheni
gwendolyn-umbach,https://signal.nfx.com/investors/gwendolyn-umbach
haci-ahmet,https://signal.nfx.com/investors/haci-ahmet
haden-kirkpatrick,https://signal.nfx.com/investors/haden-kirkpatrick
hadi-tirmizi,https://signal.nfx.com/investors/hadi-tirmizi
hadley-diest,https://signal.nfx.com/investors/hadley-diest
hailey-hu,https://signal.nfx.com/investors/hailey-hu
hajime-honda,https://signal.nfx.com/investors/hajime-honda
hajime-shimazu,https://signal.nfx.com/investors/hajime-shimazu
haley-farnsworth,https://signal.nfx.com/investors/haley-farnsworth
halvor-meyer-horten,https://signal.nfx.com/investors/halvor-meyer-horten
hani-kareem,https://signal.nfx.com/investors/hani-kareem
hanna-edgren,https://signal.nfx.com/investors/hanna-edgren
hanna-stina-sonts,https://signal.nfx.com/investors/hanna-stina-sonts
hanna-zaidi,https://signal.nfx.com/investors/hanna-zaidi
hannah-arnold,https://signal.nfx.com/investors/hannah-arnold
hannah-leach,https://signal.nfx.com/investors/hannah-leach
hannah-lindberg,https://signal.nfx.com/investors/hannah-lindberg
hannah-mcquaid,https://signal.nfx.com/investors/hannah-mcquaid
hannah-parker,https://signal.nfx.com/investors/hannah-parker
hans-de-back,https://signal.nfx.com/investors/hans-de-back
hans-kobler,https://signal.nfx.com/investors/hans-kobler
hans-marteau,https://signal.nfx.com/investors/hans-marteau
hans-morris,https://signal.nfx.com/investors/hans-morris
hans-sherman,https://signal.nfx.com/investors/hans-sherman
hans-tung,https://signal.nfx.com/investors/hans-tung
hansell-shook,https://signal.nfx.com/investors/hansell-shook
hansen-hubert,https://signal.nfx.com/investors/hansen-hubert
hany-zerbib,https://signal.nfx.com/investors/hany-zerbib
hanzade-dogan,https://signal.nfx.com/investors/hanzade-dogan
harald-mix,https://signal.nfx.com/investors/harald-mix
harald-stromme,https://signal.nfx.com/investors/harald-stromme
hardik-raj-kharga,https://signal.nfx.com/investors/hardik-raj-kharga
hari-joy,https://signal.nfx.com/investors/hari-joy
haridev-vengateri,https://signal.nfx.com/investors/haridev-vengateri
harold-hughes,https://signal.nfx.com/investors/harold-hughes
harold-mechelynck,https://signal.nfx.com/investors/harold-mechelynck
harper-cheng,https://signal.nfx.com/investors/harper-cheng
harper-li,https://signal.nfx.com/investors/harper-li
harriet-hamblin,https://signal.nfx.com/investors/harriet-hamblin
harrison-lassige,https://signal.nfx.com/investors/harrison-lassige
harry-anson,https://signal.nfx.com/investors/harry-anson
harry-cardy,https://signal.nfx.com/investors/harry-cardy
harry-chiang,https://signal.nfx.com/investors/harry-chiang
harry-jones_1,https://signal.nfx.com/investors/harry-jones_1
harry-morris,https://signal.nfx.com/investors/harry-morris
harry-nelis,https://signal.nfx.com/investors/harry-nelis
harry-simpson,https://signal.nfx.com/investors/harry-simpson
harsh-govil,https://signal.nfx.com/investors/harsh-govil
harsh-gupta_1,https://signal.nfx.com/investors/harsh-gupta_1
harsh-sinha,https://signal.nfx.com/investors/harsh-sinha
harshul-sanghi,https://signal.nfx.com/investors/harshul-sanghi
hart-lambur,https://signal.nfx.com/investors/hart-lambur
harumi-akimoto,https://signal.nfx.com/investors/harumi-akimoto
hasan-zainal,https://signal.nfx.com/investors/hasan-zainal
hassan-elsokkary,https://signal.nfx.com/investors/hassan-elsokkary
hayato-kondoh,https://signal.nfx.com/investors/hayato-kondoh
hayk-danielyan,https://signal.nfx.com/investors/hayk-danielyan
heather-eve-castel,https://signal.nfx.com/investors/heather-eve-castel
heather-hughes,https://signal.nfx.com/investors/heather-hughes
heather-ludvigsen,https://signal.nfx.com/investors/heather-ludvigsen
heather-waibel_1,https://signal.nfx.com/investors/heather-waibel_1
heba-abu-ahmed,https://signal.nfx.com/investors/heba-abu-ahmed
hector-alamillo,https://signal.nfx.com/investors/hector-alamillo
hector-freitas,https://signal.nfx.com/investors/hector-freitas
hector-jirau,https://signal.nfx.com/investors/hector-jirau
hector-sepulveda,https://signal.nfx.com/investors/hector-sepulveda
hedda-pahlson-moller,https://signal.nfx.com/investors/hedda-pahlson-moller
heiko-milde,https://signal.nfx.com/investors/heiko-milde
heiner-sussner,https://signal.nfx.com/investors/heiner-sussner
helen-mcbreen,https://signal.nfx.com/investors/helen-mcbreen
helen-norton,https://signal.nfx.com/investors/helen-norton
helene-falchier,https://signal.nfx.com/investors/helene-falchier
helene-schrocksnadel,https://signal.nfx.com/investors/helene-schrocksnadel
hemai-parthasarathy,https://signal.nfx.com/investors/hemai-parthasarathy
hendel-favarin,https://signal.nfx.com/investors/hendel-favarin
hendrik-van-asbroeck,https://signal.nfx.com/investors/hendrik-van-asbroeck
heng-lu,https://signal.nfx.com/investors/heng-lu
henri-charles-machalani,https://signal.nfx.com/investors/henri-charles-machalani
henri-de-perignon,https://signal.nfx.com/investors/henri-de-perignon
henric-enhorning,https://signal.nfx.com/investors/henric-enhorning
henriette-krutman,https://signal.nfx.com/investors/henriette-krutman
henrique-joppert,https://signal.nfx.com/investors/henrique-joppert
henry-gladwyn,https://signal.nfx.com/investors/henry-gladwyn
henry-kravis,https://signal.nfx.com/investors/henry-kravis
henry-lau,https://signal.nfx.com/investors/henry-lau
henry-leo-sheng,https://signal.nfx.com/investors/henry-leo-sheng
henry-pascoe,https://signal.nfx.com/investors/henry-pascoe
henry-rouquairol,https://signal.nfx.com/investors/henry-rouquairol
henry-yoshida,https://signal.nfx.com/investors/henry-yoshida
henry-zhang,https://signal.nfx.com/investors/henry-zhang
hensley-sejour,https://signal.nfx.com/investors/hensley-sejour
herbert-sablotny,https://signal.nfx.com/investors/herbert-sablotny
hernan-fernandez-lamadrid,https://signal.nfx.com/investors/hernan-fernandez-lamadrid
hernan-guerrero-hinojosa,https://signal.nfx.com/investors/hernan-guerrero-hinojosa
hesham-zreik,https://signal.nfx.com/investors/hesham-zreik
hesper-zhuoxi-he,https://signal.nfx.com/investors/hesper-zhuoxi-he
hida-lambros,https://signal.nfx.com/investors/hida-lambros
hillary-ball,https://signal.nfx.com/investors/hillary-ball
hillary-bush,https://signal.nfx.com/investors/hillary-bush
hilton-augustine,https://signal.nfx.com/investors/hilton-augustine
himanshu-jain,https://signal.nfx.com/investors/himanshu-jain
hiram-valdez,https://signal.nfx.com/investors/hiram-valdez
hiro-nozawa,https://signal.nfx.com/investors/hiro-nozawa
hiroki-matsuda,https://signal.nfx.com/investors/hiroki-matsuda
hiroki-mikuni,https://signal.nfx.com/investors/hiroki-mikuni
hisashi-kubodera,https://signal.nfx.com/investors/hisashi-kubodera
hj-lee,https://signal.nfx.com/investors/hj-lee
hock-yun-khoong,https://signal.nfx.com/investors/hock-yun-khoong
holyn-kanake,https://signal.nfx.com/investors/holyn-kanake
hooman-radfar,https://signal.nfx.com/investors/hooman-radfar
hooman-shahidi,https://signal.nfx.com/investors/hooman-shahidi
howard-chao,https://signal.nfx.com/investors/howard-chao
howard-ko,https://signal.nfx.com/investors/howard-ko
howard-roberts,https://signal.nfx.com/investors/howard-roberts
howard-wu,https://signal.nfx.com/investors/howard-wu
howie-diamond_1,https://signal.nfx.com/investors/howie-diamond_1
hristo-hristov,https://signal.nfx.com/investors/hristo-hristov
huacheng-wei,https://signal.nfx.com/investors/huacheng-wei
hubert-anyzewski,https://signal.nfx.com/investors/hubert-anyzewski
hubert-deitmers,https://signal.nfx.com/investors/hubert-deitmers
hudson-kyungshik-ho,https://signal.nfx.com/investors/hudson-kyungshik-ho
hugh-norton-smith,https://signal.nfx.com/investors/hugh-norton-smith
hugo-bongers,https://signal.nfx.com/investors/hugo-bongers
hugo-eliki-roman,https://signal.nfx.com/investors/hugo-eliki-roman
hugo-melvin,https://signal.nfx.com/investors/hugo-melvin
hugo-tranzer,https://signal.nfx.com/investors/hugo-tranzer
hugues-de-braucourt,https://signal.nfx.com/investors/hugues-de-braucourt
hugues-hugo-dongmo,https://signal.nfx.com/investors/hugues-hugo-dongmo
hugues-lalancette,https://signal.nfx.com/investors/hugues-lalancette
hugues-le-bret,https://signal.nfx.com/investors/hugues-le-bret
hui-chan,https://signal.nfx.com/investors/hui-chan
humberto-gazziero-wahrhaftig,https://signal.nfx.com/investors/humberto-gazziero-wahrhaftig
humberto-matsuda,https://signal.nfx.com/investors/humberto-matsuda
humphrey-chan,https://signal.nfx.com/investors/humphrey-chan
huy-nguyen-trieu,https://signal.nfx.com/investors/huy-nguyen-trieu
hwa-young-kim,https://signal.nfx.com/investors/hwa-young-kim
hylton-irons,https://signal.nfx.com/investors/hylton-irons
hyrasson-gervasio-filho,https://signal.nfx.com/investors/hyrasson-gervasio-filho
hyuk-jeen-suh,https://signal.nfx.com/investors/hyuk-jeen-suh
hyunsang-jo,https://signal.nfx.com/investors/hyunsang-jo
hyunseung-kim,https://signal.nfx.com/investors/hyunseung-kim
iain-ware,https://signal.nfx.com/investors/iain-ware
ian-beadle,https://signal.nfx.com/investors/ian-beadle
ian-brady_1,https://signal.nfx.com/investors/ian-brady_1
ian-broadhurst,https://signal.nfx.com/investors/ian-broadhurst
ian-cooper,https://signal.nfx.com/investors/ian-cooper
ian-drury,https://signal.nfx.com/investors/ian-drury
ian-gray,https://signal.nfx.com/investors/ian-gray
ian-marsh,https://signal.nfx.com/investors/ian-marsh
ian-mcnish,https://signal.nfx.com/investors/ian-mcnish
ian-richards,https://signal.nfx.com/investors/ian-richards
ian-schworer,https://signal.nfx.com/investors/ian-schworer
ian-warwick,https://signal.nfx.com/investors/ian-warwick
iason-nikolakis,https://signal.nfx.com/investors/iason-nikolakis
iddo-feinberg,https://signal.nfx.com/investors/iddo-feinberg
ido-green,https://signal.nfx.com/investors/ido-green
ido-leffler,https://signal.nfx.com/investors/ido-leffler
idris-mokhtarzada,https://signal.nfx.com/investors/idris-mokhtarzada
idris-sami,https://signal.nfx.com/investors/idris-sami
ignacio-agote,https://signal.nfx.com/investors/ignacio-agote
ignacio-garcia_1,https://signal.nfx.com/investors/ignacio-garcia_1
ignacio-miranda,https://signal.nfx.com/investors/ignacio-miranda
ignacio-monereo,https://signal.nfx.com/investors/ignacio-monereo
ignacio-plaza,https://signal.nfx.com/investors/ignacio-plaza
ignacio-prieto-fernandez,https://signal.nfx.com/investors/ignacio-prieto-fernandez
ignatius-moor,https://signal.nfx.com/investors/ignatius-moor
igor-marchesini,https://signal.nfx.com/investors/igor-marchesini
igor-piquet,https://signal.nfx.com/investors/igor-piquet
igor-tulchinsky,https://signal.nfx.com/investors/igor-tulchinsky
illia-polosukhin,https://signal.nfx.com/investors/illia-polosukhin
ilman-dzikri,https://signal.nfx.com/investors/ilman-dzikri
ilya-minkov,https://signal.nfx.com/investors/ilya-minkov
imad-telhami,https://signal.nfx.com/investors/imad-telhami
imogen-mulliner,https://signal.nfx.com/investors/imogen-mulliner
imran-ahmad,https://signal.nfx.com/investors/imran-ahmad
ina-miller,https://signal.nfx.com/investors/ina-miller
ina-xhafa,https://signal.nfx.com/investors/ina-xhafa
inaki-berenguer,https://signal.nfx.com/investors/inaki-berenguer
inbal-shenfeld-kolodziejska,https://signal.nfx.com/investors/inbal-shenfeld-kolodziejska
inbar-kodesh,https://signal.nfx.com/investors/inbar-kodesh
indraja-karnik,https://signal.nfx.com/investors/indraja-karnik
indranil-guha,https://signal.nfx.com/investors/indranil-guha
ines-bergmann-nolting,https://signal.nfx.com/investors/ines-bergmann-nolting
inge-weiser-carvalho,https://signal.nfx.com/investors/inge-weiser-carvalho
ingrid-hammond,https://signal.nfx.com/investors/ingrid-hammond
injae-baek,https://signal.nfx.com/investors/injae-baek
inovia-seng,https://signal.nfx.com/investors/inovia-seng
insiya-lokhandwa,https://signal.nfx.com/investors/insiya-lokhandwa
insurtech-israel,https://signal.nfx.com/investors/insurtech-israel
investment-analyst,https://signal.nfx.com/investors/investment-analyst
ira-wallace,https://signal.nfx.com/investors/ira-wallace
irina-dimitrova,https://signal.nfx.com/investors/irina-dimitrova
isa-mueller-wegner,https://signal.nfx.com/investors/isa-mueller-wegner
isaac-de-la-pena,https://signal.nfx.com/investors/isaac-de-la-pena
isabel-falkenberg,https://signal.nfx.com/investors/isabel-falkenberg
isabel-holding,https://signal.nfx.com/investors/isabel-holding
isabella-gordon,https://signal.nfx.com/investors/isabella-gordon
isabelle-gallo,https://signal.nfx.com/investors/isabelle-gallo
isabelle-wolff,https://signal.nfx.com/investors/isabelle-wolff
isaiah-washington,https://signal.nfx.com/investors/isaiah-washington
isaura-tjhiater,https://signal.nfx.com/investors/isaura-tjhiater
ishan-mishra,https://signal.nfx.com/investors/ishan-mishra
ishan-sachdev,https://signal.nfx.com/investors/ishan-sachdev
ishan-tyagi,https://signal.nfx.com/investors/ishan-tyagi
ishneet-kaur,https://signal.nfx.com/investors/ishneet-kaur
israel-pons,https://signal.nfx.com/investors/israel-pons
itamar-lesuisse,https://signal.nfx.com/investors/itamar-lesuisse
itay-inbar,https://signal.nfx.com/investors/itay-inbar
itthipat-peeradechapan,https://signal.nfx.com/investors/itthipat-peeradechapan
itzik-avidor,https://signal.nfx.com/investors/itzik-avidor
ivan-ashminov,https://signal.nfx.com/investors/ivan-ashminov
ivan-huwiler,https://signal.nfx.com/investors/ivan-huwiler
ivan-leniski,https://signal.nfx.com/investors/ivan-leniski
ivan-paez-mora,https://signal.nfx.com/investors/ivan-paez-mora
ivan-silic,https://signal.nfx.com/investors/ivan-silic
ivano-sessa,https://signal.nfx.com/investors/ivano-sessa
ivaylo-simov,https://signal.nfx.com/investors/ivaylo-simov
ivo-harzdorf,https://signal.nfx.com/investors/ivo-harzdorf
iynna-halilou_1,https://signal.nfx.com/investors/iynna-halilou_1
j-s-gamble,https://signal.nfx.com/investors/j-s-gamble
j-tyler-griffin,https://signal.nfx.com/investors/j-tyler-griffin
jack-abramowitz,https://signal.nfx.com/investors/jack-abramowitz
jack-baumruk,https://signal.nfx.com/investors/jack-baumruk
jack-bernstein,https://signal.nfx.com/investors/jack-bernstein
jack-connolly,https://signal.nfx.com/investors/jack-connolly
jack-eadie,https://signal.nfx.com/investors/jack-eadie
jack-gorab,https://signal.nfx.com/investors/jack-gorab
jack-juliano,https://signal.nfx.com/investors/jack-juliano
jack-levy,https://signal.nfx.com/investors/jack-levy
jack-lu,https://signal.nfx.com/investors/jack-lu
jack-mcmackin,https://signal.nfx.com/investors/jack-mcmackin
jack-mosbacher,https://signal.nfx.com/investors/jack-mosbacher
jack-plank,https://signal.nfx.com/investors/jack-plank
jack-rescott,https://signal.nfx.com/investors/jack-rescott
jack-spiegel,https://signal.nfx.com/investors/jack-spiegel
jack-storrs,https://signal.nfx.com/investors/jack-storrs
jack-warning,https://signal.nfx.com/investors/jack-warning
jackie-carmel,https://signal.nfx.com/investors/jackie-carmel
jackie-kostas,https://signal.nfx.com/investors/jackie-kostas
jackie-vullinghs,https://signal.nfx.com/investors/jackie-vullinghs
jackson-georges-jr,https://signal.nfx.com/investors/jackson-georges-jr
jacob-ferbrache,https://signal.nfx.com/investors/jacob-ferbrache
jacob-martellaro-jake,https://signal.nfx.com/investors/jacob-martellaro-jake
jacob-melman-rogers_1,https://signal.nfx.com/investors/jacob-melman-rogers_1
jacob-peters,https://signal.nfx.com/investors/jacob-peters
jacob-shoihet,https://signal.nfx.com/investors/jacob-shoihet
jacob-silverman,https://signal.nfx.com/investors/jacob-silverman
jacqueline-heard,https://signal.nfx.com/investors/jacqueline-heard
jacqueline-reses,https://signal.nfx.com/investors/jacqueline-reses
jacques-alexandre-gerber,https://signal.nfx.com/investors/jacques-alexandre-gerber
jacques-marco,https://signal.nfx.com/investors/jacques-marco
jad-ghandour,https://signal.nfx.com/investors/jad-ghandour
jade-lockard,https://signal.nfx.com/investors/jade-lockard
jadium-chen,https://signal.nfx.com/investors/jadium-chen
jaehong-kim,https://signal.nfx.com/investors/jaehong-kim
jagesh-golwala,https://signal.nfx.com/investors/jagesh-golwala
jaime-martin,https://signal.nfx.com/investors/jaime-martin
jaime-santamaria-de-paredes,https://signal.nfx.com/investors/jaime-santamaria-de-paredes
jaime-santos-guerrero,https://signal.nfx.com/investors/jaime-santos-guerrero
jaime-siles,https://signal.nfx.com/investors/jaime-siles
jaime-vassallo-hildreth,https://signal.nfx.com/investors/jaime-vassallo-hildreth
jaime-zunzunegui,https://signal.nfx.com/investors/jaime-zunzunegui
jairo-andres-escobar,https://signal.nfx.com/investors/jairo-andres-escobar
jairo-cantillo,https://signal.nfx.com/investors/jairo-cantillo
jaitra-narkar,https://signal.nfx.com/investors/jaitra-narkar
jake-bodanis,https://signal.nfx.com/investors/jake-bodanis
jake-brukhman,https://signal.nfx.com/investors/jake-brukhman
jake-chapman,https://signal.nfx.com/investors/jake-chapman
jake-cormack,https://signal.nfx.com/investors/jake-cormack
jake-dwyer,https://signal.nfx.com/investors/jake-dwyer
jake-fuchs,https://signal.nfx.com/investors/jake-fuchs
jake-fuchs_1,https://signal.nfx.com/investors/jake-fuchs_1
jake-knapp,https://signal.nfx.com/investors/jake-knapp
jake-medwell,https://signal.nfx.com/investors/jake-medwell
jake-nechamkin_1,https://signal.nfx.com/investors/jake-nechamkin_1
jake-slaytor,https://signal.nfx.com/investors/jake-slaytor
jake-wayne,https://signal.nfx.com/investors/jake-wayne
jakub-jablonsky,https://signal.nfx.com/investors/jakub-jablonsky
james-alcorn,https://signal.nfx.com/investors/james-alcorn
james-badgett,https://signal.nfx.com/investors/james-badgett
james-bath,https://signal.nfx.com/investors/james-bath
james-beams,https://signal.nfx.com/investors/james-beams
james-beshara,https://signal.nfx.com/investors/james-beshara
james-birch,https://signal.nfx.com/investors/james-birch
james-cameron,https://signal.nfx.com/investors/james-cameron
james-campin,https://signal.nfx.com/investors/james-campin
james-d-robinson,https://signal.nfx.com/investors/james-d-robinson
james-dawson,https://signal.nfx.com/investors/james-dawson
james-donelan,https://signal.nfx.com/investors/james-donelan
james-douglas_1,https://signal.nfx.com/investors/james-douglas_1
james-dugan,https://signal.nfx.com/investors/james-dugan
james-fadule,https://signal.nfx.com/investors/james-fadule
james-giancotti,https://signal.nfx.com/investors/james-giancotti
james-gutierrez,https://signal.nfx.com/investors/james-gutierrez
james-hueston,https://signal.nfx.com/investors/james-hueston
james-hwang,https://signal.nfx.com/investors/james-hwang
james-lin_3,https://signal.nfx.com/investors/james-lin_3
james-lovey,https://signal.nfx.com/investors/james-lovey
james-mair,https://signal.nfx.com/investors/james-mair
james-meekings,https://signal.nfx.com/investors/james-meekings
james-mi,https://signal.nfx.com/investors/james-mi
james-orsillo,https://signal.nfx.com/investors/james-orsillo
james-paul,https://signal.nfx.com/investors/james-paul
james-reed,https://signal.nfx.com/investors/james-reed
james-robinson-iii,https://signal.nfx.com/investors/james-robinson-iii
james-sherwin-smith,https://signal.nfx.com/investors/james-sherwin-smith
james-sowers,https://signal.nfx.com/investors/james-sowers
james-sprinz,https://signal.nfx.com/investors/james-sprinz
james-stevens,https://signal.nfx.com/investors/james-stevens
james-sullivan,https://signal.nfx.com/investors/james-sullivan
james-tynan,https://signal.nfx.com/investors/james-tynan
james-wang_2,https://signal.nfx.com/investors/james-wang_2
james-weldon,https://signal.nfx.com/investors/james-weldon
james-woolf,https://signal.nfx.com/investors/james-woolf
james-wu_2,https://signal.nfx.com/investors/james-wu_2
james-zuercher,https://signal.nfx.com/investors/james-zuercher
jamie-broderick,https://signal.nfx.com/investors/jamie-broderick
jamie-burke,https://signal.nfx.com/investors/jamie-burke
jamie-chen,https://signal.nfx.com/investors/jamie-chen
jamie-dunnett,https://signal.nfx.com/investors/jamie-dunnett
jamie-reynolds,https://signal.nfx.com/investors/jamie-reynolds
jamie-rosenblatt_1,https://signal.nfx.com/investors/jamie-rosenblatt_1
jamie-waller,https://signal.nfx.com/investors/jamie-waller
jan-beckers,https://signal.nfx.com/investors/jan-beckers
jan-christopher-arp,https://signal.nfx.com/investors/jan-christopher-arp
jan-hammer,https://signal.nfx.com/investors/jan-hammer
jan-henric-buettner,https://signal.nfx.com/investors/jan-henric-buettner
jan-joost-rueb,https://signal.nfx.com/investors/jan-joost-rueb
jan-lozek,https://signal.nfx.com/investors/jan-lozek
jan-olsson,https://signal.nfx.com/investors/jan-olsson
jan-palasinski,https://signal.nfx.com/investors/jan-palasinski
jan-soeren-zinke,https://signal.nfx.com/investors/jan-soeren-zinke
jana-aboughali,https://signal.nfx.com/investors/jana-aboughali
jane-elizabeth-reddin,https://signal.nfx.com/investors/jane-elizabeth-reddin
jane-lippencott,https://signal.nfx.com/investors/jane-lippencott
jane-mooney,https://signal.nfx.com/investors/jane-mooney
jane-osborne-buglear,https://signal.nfx.com/investors/jane-osborne-buglear
janet-defrino,https://signal.nfx.com/investors/janet-defrino
janet-escobar,https://signal.nfx.com/investors/janet-escobar
janis-krums,https://signal.nfx.com/investors/janis-krums
jannic-meyer,https://signal.nfx.com/investors/jannic-meyer
jannick-malling_1,https://signal.nfx.com/investors/jannick-malling_1
jaqueline-ramos-quispe,https://signal.nfx.com/investors/jaqueline-ramos-quispe
jared-franklin,https://signal.nfx.com/investors/jared-franklin
jared-madfes,https://signal.nfx.com/investors/jared-madfes
jared-newman,https://signal.nfx.com/investors/jared-newman
jared-perry,https://signal.nfx.com/investors/jared-perry
jared-schwitzke,https://signal.nfx.com/investors/jared-schwitzke
jari-mieskonen,https://signal.nfx.com/investors/jari-mieskonen
jasleen-kaur,https://signal.nfx.com/investors/jasleen-kaur
jasmeen-raghubans,https://signal.nfx.com/investors/jasmeen-raghubans
jasmine-jia,https://signal.nfx.com/investors/jasmine-jia
jason-bond-pratt,https://signal.nfx.com/investors/jason-bond-pratt
jason-brooke,https://signal.nfx.com/investors/jason-brooke
jason-cheng,https://signal.nfx.com/investors/jason-cheng
jason-fang,https://signal.nfx.com/investors/jason-fang
jason-flateboe,https://signal.nfx.com/investors/jason-flateboe
